ID,CaseTitle,InitiationYear,ResolutionYear,RespondentState,ClaimantCountry,ClaimantName,PAULSSON,ArbitrationRules,LegalInstrument,OutcomeStatus,amountSought,amountSought_original,amountAwarded,amountAwarded_original,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator2Claimant,Arbitrator3,Arbitrator3Respondent,description,italaw
UNC239,Occidental Petroleum Corporation and Occidental Exploration and Production Company v. Ecuador (ICSID Case No. ARB/06/11) (II),2006,2012,Ecuador,USA,Occidental Petroleum Corporation and Occidental Exploration and Production Company,Hydrocarbon concession,ICSID,Ecuador-United States BIT,In favour of the investor,3992571429,3400000000,2431350506,2358000000,L. Yves FORTIER,yes,Brigitte STERN,yes,David A.R. WILLIAMS,yes,"Occidental won an earlier treaty arbitration with Ecuador over value-added tax in 2004. In a step that the company perceived as retaliatory, Ecuador seized its concession on May 15, 2006. Two days later, Occidental filed this arbitration. In October 2012, the tribunal found unanimously that -- although Occidental had breached Ecuadorian law by farming out an economic interest in its oil concession to Encana Corporation without government approval -- Ecuador’s termination of the contract was disproportionate, expropriatory, and unfair and inequitable. In addition, the arbitrators found that Ecuador’s 2006 windfall profits tax was unfair and inequitable. Occidental received a record BIT award of $1.77 billion plus interest (totaling $2.3 billion as of the date of the award), with Professor Stern dissenting on the level of damages. Forty percent would go to Encana’s successor in Ecuador, Andes Petroleum Ecuador Ltd., which is jointly owned by China National Petroleum Corporation and Sinopec Corp. Ecuador is seeking an annulment.",
UNC212,Veteran Petroleum Limited v. The Russia (PCA Case No. AA 228),2005,2014,Russia,Cyprus,Veteran Petroleum Limited,oil company,UNCITRAL,Energy Charter Treaty,In favour of the investor,5818396313,4800000000,8203032751,1846000000,L. Yves FORTIER,yes,Charles Poncet,yes,Stephen Schwebel,yes,Expropriation of investments in oil sector,http://www.italaw.com/cases/1151
UNC214,Yukos Universal Limited (Isle of Man) v. The Russia (PCA Case No. AA 227),2005,2014,Russia,United Kingdom,Yukos Universal Limited (Isle of Man),oil company,UNCITRAL,Energy Charter Treaty,In favour of the investor,138186912442,114000000000,1846000000,1846000000,L. Yves FORTIER,yes,Charles Poncet,yes,Stephen Schwebel,yes,"An historic trio of cases brought against Russia by the majority shareholders of the defunct Yukos Oil Company. Claimants argue that Russia drove Yukos into bankruptcy through allegedly inflated tax claims in a vendetta against former CEO Mikhail Khodorkovsky. In its defense, Russia has argued that its courts properly adjudicated genuine tax offenses. Citing unfair treatment and expropriation in violation of the Energy Charter Treaty, claimants currently seek damages of $114 billion.  In November 2009 the tribunal asserted jurisdiction. The case was tried over five weeks in October and November 2012. The arbitrators’ decision is pending. In related cases involving token damages, minority shareholders of Yukos largely persuaded arbitrators of their story, while Yukos management obtained mixed results in the European Court of Human Rights. See The Global Lawyer: Yukos and its $100 Billion Trial Balloons (Am Law Litigation Daily, July 29, 2012). LINK: http://www.americanlawyer.com/digestTAL.jsp?id=1202564878685&The_Global_Lawyer_Yukos_and_its_100_Billion_Trial_Balloons",http://www.italaw.com/cases/1175
UNC204,Ioannis Kardassopoulos v. Georgia (ICSID Case No. ARB/05/18),2005,2010,Georgia,Greece,Ioannis Kardassopoulos,Oil and gas distribution enterprise,ICSID,Georgia-Greece BIT; Energy Charter Treaty,In favour of the investor,121216589.9,100000000,48854973.03,45000000,L. Yves FORTIER,yes,Francisco ORREGO VICUÑA,yes,Vaughan LOWE,yes,"Kardassopoulous filed a $350 million claim under the Greece–Georgia BIT and the Energy Charter Treaty, alleging that the Georgian government improperly canceled a joint venture agreement and concession related to the Trans-Caucasus pipeline. The claimant complains that in 1996 Georgia granted another entity the exclusive right to export Caspian oil across Georgia. In July 2007 the tribunal upheld jurisdiction over the claim. Georgia denies breaching protections owed to the claimant.",
UNC269,Ron Fuchs v. The Georgia (ICSID Case No. ARB/07/15),2007,2010,Georgia,Israel,Ron Fuchs,Oil and gas distribution enterprise,ICSID,Georgia-Israel BIT,In favour of the investor,799236044.8,700000000,48854973.03,45000000,L. Yves FORTIER,yes,Francisco ORREGO VICUÑA,yes,Vaughan LOWE,yes,"A companion case to the Kardassopolous claim (see above). Fuchs, an Israeli investor, worked in partnership with Kardassopolous on a Georgian pipeline scheme. Fuchs alleges that Georgia has breached provisions of the Israel–Georgia bilateral investment treaty. Georgia denies breaching protections owed to the claimant.",
UNC041,"Alex Genin, Eastern Credit Limited, Inc. and A.S. Baltoil v. The Estonia (ICSID Case No. ARB/99/2)",1999,2001,Estonia,USA,"Alex Genin, Eastern Credit Limited, Inc. and A.S. Baltoil",Banking enterprise,ICSID,Estonia-United States BIT,In favour of the State,,,Not applicable,,L. Yves FORTIER,yes,Meir HETH,yes,Albert Jan VAN DEN BERG,yes,"The dispute concerned the cancellation of the Central Bank of Estonia of an operating licence held by Innovation Bank, a financial institution incorporated under Estonian laws which the claimants were shareholders.",
UNC083,Hussein Nauman Soufraki v. United Arab Emirates (ICSID Case No. ARB/02/7),2002,2004,United Arab Emirates,Italy,Hussein Nauman Soufraki,Concession agreement regarding a port,ICSID,Italy-United Arab Emirates BIT,In favour of the State,763324883.3,580000000,Not applicable,,L. Yves FORTIER,yes,Aktham EL KHOLY,yes,Stephen M. SCHWEBEL,yes,"Soufraki, who contracted to operate a port in Dubai, complained that regulators stymied his development of the port in violation of the BIT signed between UAE and Italy.",
UNC125,Fraport AG Frankfurt Airport Services Worldwide v. the Philippines (ICSID Case No. ARB/03/25) (I),2003,2007,Philippines,Germany,Fraport AG Frankfurt Airport Services Worldwide,Construction of an airport terminal,ICSID,Germany-Philippines BIT,In favour of the State,546927593,425000000,Not applicable,,L. Yves FORTIER,yes,Bernardo M. CREMADES,yes,W. Michael REISMAN,yes,"The owner and operator of the Frankfurt airport, Fraport, invested more than $425 million in the construction of a new terminal at Manila’s Ninoy Aquino International Airport. Following construction of the terminal, Fraport alleges that the Philippines nullified the contracts and seized the terminal in violation of its investment treaty. In August 2007 a divided panel declined jurisdiction over the case on the grounds that Fraport had violated Philippine law by quietly maneuvering to exercise managerial control over the local Philippines project company, PIATCO, which handled construction of the terminal (and in which Fraport held a minority stake).",
UNC172,Cemex Asia Holdings Ltd v. Indonesia (ICSID Case No. ARB/04/3),2004,2007,Indonesia,Singapore,Cemex Asia Holdings Ltd,Cement production enterprise,ICSID,ASEAN Agreements,Settled,626617257.8,500000000,unknown,,L. Yves FORTIER,yes,Robert VON MEHREN,yes,Brigitte STERN,yes,"The Mexican cement manufacturer Cemex SA de CV bought a 25 percent stake in the Indonesian state-owned cement producer, PT Semen Gresik, in 1998. Alleging management problems at regional subsidiaries of Semen Gresik, Cemex Asia sought the return of its investment or damages for breach of the conditional sale and purchase agreement. In addition, Cemex made the first ICSID claim under the 1987 ASEAN Treaty, citing expropriation and unfair and inequitable treatment. The case settled in August 2006 on confidential terms after Cemex Asia sold its stake in Semen Gresik to the Indonesia-based Rajawali Group for about $337 million. An award embodying the settlement was issued in February 2007. ",
UNC252,"Laskaridis Shipping Co LTD, Lavinia Corporation, A K Laskaridis and P K Laskaridis v. Ukraine",2007,2012,Ukraine,Greece,"Laskaridis Shipping Co LTD, Lavinia Corporation, A K Laskaridis and P K Laskaridis",,UNCITRAL,Greece-Ukraine BIT,Settled,114176577.8,100000000,unknown,,L. Yves FORTIER,yes,Robert Dossou,yes,David Williams,yes,"A Greek shipping firm contracted for the purchase of a series of vessels from a Polish shipyard. While some ships were produced, the shipyard fell into financial difficulties. The Laskaridis company alleges that it prepaid for one vessel that was never delivered. The company hopes to hold the United Kingdomrainian state liable for its losses under the Greece–United Kingdom BIT. United Kingdom has disclosed little about the case.",http://www.italaw.com/cases/1547
UNC317,InterTrade Holding GmbH v. The Czech Republic,2008,2012,Czech Republic,Germany,InterTrade Holding GmbH,forestry,UNCITRAL,Germany-Czech Republic BIT,In favour of the State,137443509.8,125000000,Not applicable,,L. Yves FORTIER,yes,Henri Alvarez,yes,Brigitte STERN,yes,InterTrade alleges that its stake in a Czech forestry company CE Wood has suffered precipitous losses following various irregularities on the part of a Czech state agency in charge of forestry management and tendering. A tribunal is currently being constituted to hear this claim under the Germany–Czech Republic BIT.,http://www.italaw.com/cases/1898
UNC378,Bernhard von Pezold and others v. Zimbabwe (ICSID Case No. ARB/10/15),2010,2015,Zimbabwe,Germany/Switzerland,Bernhard von Pezold and others,Commercial farms,ICSID,Germany-Zimbabwe BIT; Switzerland-Zimbabwe BIT,Pending,299643834.6,276000000,Not applicable,,L. Yves FORTIER,yes,Michael HWANG,yes,David A.R. WILLIAMS,yes,,
UNC379,"Border Timbers Limited, Timber Products International (Private) Limited, and Hangani Development Co. (Private) Limited v. Zimbabwe (ICSID Case No. ARB/10/25)",2010,2015,Zimbabwe,Switzerland,"Border Timbers Limited, Timber Products International (Private) Limited, and Hangani Development Co. (Private) Limited",Forestry and timber processing enterprises,ICSID,Switzerland-Zimbabwe BIT,Pending,347413141.6,320000000,Not applicable,,L. Yves FORTIER,yes,Michael HWANG,yes,David A.R. WILLIAMS,yes,,
UNC425,Agility for Public Warehousing Company K.S.C. v. Islamic Pakistan (ICSID Case No. ARB/11/8),2011,,Pakistan,Kuwait,Agility for Public Warehousing Company K.S.C.,Customs clearance services,ICSID,Kuwait-Pakistan BIT,Pending,105244533,100000000,Not applicable,,L. Yves FORTIER,yes,Charles N. BROWER,yes,Salim MOOLLAN,yes,,
UNC471,Ampal-American Israel Corporation and others v. Arab Egypt (ICSID Case No. ARB/12/11),2012,,Egypt,USA/Germany,Ampal-American Israel Corporation and others,Natural gas export,ICSID,Egypt-US BIT; Egypt-Germany BIT (2005),Pending,1031107085,1000000000,Not applicable,,L. Yves FORTIER,yes,Francisco ORREGO VICUÑA,yes,Campbell Alan McLACHLAN,yes,"After the fall of former president Hosni Mubarak, the Egyptian gas pipeline to Israel was sabotaged more than a dozen times, and Egyptian suppliers halted a government-backed project to construct a submarine pipeline and export natural gas to Israel as an extension of Egypt and Israel's commitment to energy interdependence in their 1979 peace treaty. The suppliers cited the exporter’s alleged failure to pay for the gas delivered to it between January 2011 and March 2012. Egypt and the state-owned Egyptian supplier are now locked in multiple treaty or contract arbitrations with the exporter to Israel, East Mediterranean Gas Company, or its shareholders. In this dispute, lead claimant Ampal-American alleges violations of the Egypt-USA investment treaty based on its 12.5 percent stake in East Mediterranean. Other claimants invoke the Egypt-Germany treaty. Egypt responds that this is a disguised contract arbitration, arising exclusively out of an agreement that was signed by none of the parties to the arbitration. Egypt seeks to deny the benefits of the USA-Egypt BIT to Ampal-American pursuant to the provisions of the treaty.",
UNC498,Mr. Ali Allawi v. Islamic Pakistan,2012,,Pakistan,United Kingdom,Mr. Ali Allawi,gas,UNCITRAL,Pakistan-United Kingdom BIT,Pending,103110708.5,100000000,Not applicable,,L. Yves FORTIER,yes,Charles N. BROWER,yes,J. Christopher THOMAS,yes,,http://www.italaw.com/cases/2032
UNC580,A11Y Ltd. v. The Czech Republic,2014,,Czech Republic,United Kingdom,A11Y Ltd.,medical technology,UNCITRAL,Czech Republic-United Kingdom BIT,Pending,,,Not applicable,,L. Yves FORTIER,,Stanimir A. ALEXANDROV,yes,Anna Joubin-Bret,yes,,
UNC033,Marvin Roy Feldman Karpa v. United Mexican States (ICSID Case No. ARB(AF)/99/1),1999,2002,Mexico,USA,Marvin Roy Feldman Karpa,Foreign trade enterprise,ICSID AF,NAFTA,In favour of the investor,,,2237331.55,1700000,Konstantinos D. KERAMEUS,yes,Jorge COVARRUBIAS BRAVO,yes,David A. GANTZ,yes,,
UNC216,K+ Venture Partners v. Czech Republic,2005,,Czech Republic,Netherlands,K+ Venture Partners,local development,UNCITRAL,Czech Republic-Netherlands BIT,Settled,9212460.83,7600000,,,Klaus SACHS,yes,Klaus Reichert,Data not available,Thomas Waelde,Data not available,,None
UNC225,Vivendi v. Poland,2006,2011,Poland,France,Vivendi,mobile telephone company,UNCITRAL,France-Poland BIT,Settled,411000000,350000000,unknown,,Klaus SACHS,,Ibrahim FADLALLAH,,Merrick Furtek,,"This Argentine water utility case predates the peso crisis. Vivendi netted a $105 million (USA) award in 2007 when arbitrators found that provincial authorities failed to live up to various contractual obligations and publicly demonized the foreign water concessionaires. Argentina is now challenging the award. While that process plays out, the review panel has refused to stay enforcement of the award, citing concerns that Argentina will not honor any final award in a prompt manner.",
UNC415,Vigotop Limited v. Hungary (ICSID Case No. ARB/11/22),2011,2014,Hungary,Cyprus,Vigotop Limited,Resort development,ICSID,Cyprus-Hungary BIT,In favour of the State,420978131.9,400000000,Not applicable,,Klaus SACHS,yes,Doak BISHOP,yes,Veijo HEISKANEN,yes,,
UNC456,Saint-Gobain Performance Plastics Europe v. Venezuela (ICSID Case No. ARB/12/13),2012,,Venezuela,France,Saint-Gobain Performance Plastics Europe,Proppant production,ICSID,France-Venezuela BIT,Pending,103110708.5,100000000,Not applicable,,Klaus SACHS,yes,Gabriel BOTTINI,yes,Charles N. BROWER,yes,,
UNC465,Tethyan Copper Company Pty Limited v. Islamic Pakistan (ICSID Case No. ARB/12/1),2012,,Pakistan,Australia,Tethyan Copper Company Pty Limited,Mineral exploration operations,ICSID,Australia-Pakistan BIT,Pending,1031107085,1000000000,Not applicable,,Klaus SACHS,yes,Stanimir A. ALEXANDROV,yes,Leonard HOFFMANN,yes,"In a mining joint venture with the Balochistan province of Pakistan, Tethyan invested more than $240 million on exploration and feasibility plans. After being denied a mining license, the foreign investor then filed parallel arbitrations under its joint venture agreement with Balochistan and, here, under the Australia-Pakistan BIT. The respondent disputes Tethyan’s claims. The merits hearing is scheduled for December 2013.",
UNC562,Mytilineos Holdings v. Serbia (II),2013,,Serbia,Greece,Mytilineos Holdings,mineral extraction,UNCITRAL,Greece-Serbia BIT,Pending,,,Not applicable,,Klaus SACHS,yes,Doak BISHOP,yes,Mirko VASILJEVIĆ,yes,,Not found
UNC567,VICAT v. Senegal (ICSID Case No. ARB/14/19),2014,,Senegal,France,VICAT,Cement manufacturing enterprise,ICSID,France-Senegal BIT,Pending,,,Not applicable,,Klaus SACHS,yes,Peter POLAK,yes,Barton LEGUM,yes,,
