ID,CaseTitle,InitiationYear,ResolutionYear,RespondentState,ClaimantCountry,ClaimantName,InvestmentType,ArbitrationRules,LegalInstrument,OutcomeStatus,amountSought,amountSought_cur,amountAwarded,amountAwarded_cur,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator2Claimant,Arbitrator3,Arbitrator3Respondent,description,italaw
UNC465,Tethyan Copper Company Pty Limited v. Islamic Pakistan (ICSID Case No. ARB/12/1),2012,unknownValue,Pakistan,Australia,Tethyan Copper Company Pty Limited,Mineral exploration operations,ICSID,Australia-Pakistan BIT,Pending,1000000000,unknownValue,NA,NA,Klaus SACHS,YES,Stanimir A. ALEXANDROV,YES,Leonard HOFFMANN,YES,"In a mining joint venture with the Balochistan province of Pakistan, Tethyan invested more than $240 million on exploration and feasibility plans. After being denied a mining license, the foreign investor then filed parallel arbitrations under its joint venture agreement with Balochistan and, here, under the Australia-Pakistan BIT. The respondent disputes Tethyan’s claims. The merits hearing is scheduled for December 2013.",unknownValue
UNC466,State Enterprise Energorynok v. the Moldova (SCC Case No. 2012/175),2012,2015,Moldova,United Kingdom,State Enterprise Energorynok,"Electricity, gas, steam and air conditioning supply - See more at: http://www.italaw.com/cases/3251#sthash.kNOmqCgN.dpuf",SCC,Energy Charter Treaty,In favour of the State,1700000,USD,NA,NA,Nancy B. Turck,YES,Joseph Tirado,YES,Rolf Knieper,YES,unknownValue,http://www.italaw.com/cases/3251
UNC467,Dan Cake (Portugal) S.A. v. Hungary (ICSID Case No. ARB/12/9),2012,unknownValue,Hungary,Portugal,Dan Cake (Portugal) S.A.,Food products enterprise,ICSID,Hungary-Portugal BIT,Pending,unknownValue,unknownValue,NA,NA,Pierre MAYER,YES,Toby LANDAU,YES,Jan PAULSSON,YES,unknownValue,unknownValue
UNC389,İçkale İnşaat Limited Şirketi v. Turkmenistan (ICSID Case No. ARB/10/24),2010,unknownValue,Turkmenistan,Turkey,İçkale İnşaat Limited Şirketi,Design and construction contracts,ICSID,Turkey-Turkmenistan BIT,Pending,600000000,unknownValue,NA,NA,Veijo HEISKANEN,YES,Carolyn B. LAMM,YES,Philippe SANDS,YES,unknownValue,unknownValue
UNC388,Kılıç İnşaat İthalat İhracat Sanayi ve Ticaret Anonim Şirketi v. Turkmenistan (ICSID Case No. ARB/10/1),2010,2013,Turkmenistan,Turkey,Kılıç İnşaat İthalat İhracat Sanayi ve Ticaret Anonim Şirketi,Construction projects,ICSID,Turkey-Turkmenistan BIT,In favour of the State,275000000,unknownValue,NA,DU,J. William ROWLEY,YES,William W. PARK,YES,Philippe SANDS,YES,unknownValue,unknownValue
UNC139,Mobil Exploration and Development Inc. Suc. Argentina and Mobil Argentina S.A. v. Argentine Republic (ICSID Case No. ARB/04/16),2004,unknownValue,Argentina,USA,Mobil Exploration and Development Inc. Suc. Argentina and Mobil Argentina S.A.,Gas production concessions,ICSID,Argentina-United States BIT,Pending,370000000,unknownValue,NA,NA,Gustaf MÖLLER,YES,Piero BERNARDINI,YES,Antonio REMIRO BROTÓNS,YES,"Another Argentine financial crisis dispute. Claimants complain that emergency measures taken by Argentina have negatively affected investments in the oil and gas sector. Pleadings on the merits continue. The Argentine government denies that the measures breached the treaty, and insists they were necessary due to the nature of the economic crisis.",unknownValue
UNC088,Sempra Energy International v. Argentine Republic (ICSID Case No. ARB/02/16),2002,2007,Argentina,USA,Sempra Energy International,Gas supply and distribution enterprise,ICSID,Argentina-United States BIT,In favour of the investor,200000000,unknownValue,171000000,USD,Francisco ORREGO VICUÑA,YES,Marc LALONDE,YES,Sandra MORELLI RICO,YES,"An award of $128 million (plus interest) was rendered in Sempra’s favor in September 2007. Arbitrators held Argentina liable for breaches of the USA–Argentina BIT occasioned by the government’s emergency response to an earlier financial crisis. The award is currently being challenged by Argentina via the ICSID annulment process, a limited review provided under ICSID rules in lieu of challenges in domestic courts.",unknownValue
UNC089,Kenex Ltd. v. USA,2002,2004,USA,Canada,Kenex Ltd.,hemp production,UNCITRAL,NAFTA,Discontinued (for unknown reasons or reasons other than settlement),20000000,USD,DU,DU,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,0
UNC086,William Nagel v. The Czech Republic (SCC Case No. 049/2002),2002,2003,Czech Republic,United Kingdom,William Nagel,telecom,SCC,Czech Republic-United Kingdom BIT,In favour of the State,DU,unknownValue,NA,DU,Hans Danelius,YES,J. Martin Hunter,YES,Herbert Kronke,YES,"After the authorities held a public tender for two mobile phone contracts, neither of which was awarded to Mr. Nagel, the U.K. businessman launched an arbitration against the Czech Government alleging that it had reneged upon a commitment to award him a GSM mobile phone licence. The claim was ultimately dismissed by the tribunal on the grounds that Mr. Nagel's earlier understanding with the Czech authorities did not qualify as an ""investment"" under the UK-Czech treaty. (http://www.ictregulationtoolkit.org/en/toolkit/notes/PracticeNote/2563)",http://www.italaw.com/cases/728
UNC087,"GAMI Investments, Inc. v. United Mexican States",2002,2004,Mexico,USA,"GAMI Investments, Inc.",sugar mills,UNCITRAL,NAFTA,In favour of the State,unknownValue,unknownValue,NA,DU,W. Michael Reisman,unknownValue,Julio Lacarte Muro,unknownValue,Jan Paulsson,unknownValue,unknownValue,unknownValue
UNC084,AES Corporation v. Argentine Republic (ICSID Case No. ARB/02/17),2002,unknownValue,Argentina,USA,AES Corporation,Electricity generation and distribution operations,ICSID,Argentina-United States BIT,Pending,600000000,unknownValue,NA,NA,Pierre-Marie DUPUY,YES,Karl-Heinz BÖCKSTIEGEL,YES,Domingo BELLO JANEIRO,YES,Another BIT dispute in the power sector arising out of the Argentine currency crisis.,unknownValue
UNC085,PSEG Global Inc. and Konya Ilgin Elektrik Üretim ve Ticaret Limited Sirketi v. Turkey (ICSID Case No. ARB/02/5),2002,2007,Turkey,USA,PSEG Global Inc. and Konya Ilgin Elektrik Üretim ve Ticaret Limited Sirketi,Electric power generating station project,ICSID,Turkey-United States BIT,In favour of the investor,500000000,unknownValue,15000000,USD,Francisco ORREGO VICUÑA,YES,L. Yves FORTIER,YES,Gabrielle KAUFMANN-KOHLER,YES,"Dispute regarding a proposed project for the construction and operation of a lignite coal–powered electrical power plant. No power plant was ever built. In January 2007 the panel dismissed most of the claims, but held Turkey liable for approximately $9 million in damages in connection with a claim for fair and equitable treatment.",unknownValue
UNC082,Canfor Corporation v. USA,2002,2007,USA,Canada,Canfor Corporation,forest,UNCITRAL,NAFTA,Settled,DU,USD,DU,DU,Albert Jan van den Berg,YES,Armand de Mestral,YES,Davis Robinson,YES,unknownValue,http://www.italaw.com/cases/200
UNC083,Hussein Nauman Soufraki v. United Arab Emirates (ICSID Case No. ARB/02/7),2002,2004,United Arab Emirates,Italy,Hussein Nauman Soufraki,Concession agreement regarding a port,ICSID,Italy-United Arab Emirates BIT,In favour of the State,580000000,unknownValue,NA,DU,L. Yves FORTIER,YES,Aktham EL KHOLY,YES,Stephen M. SCHWEBEL,YES,"Soufraki, who contracted to operate a port in Dubai, complained that regulators stymied his development of the port in violation of the BIT signed between UAE and Italy.",unknownValue
UNC080,SGS Société Générale de Surveillance S.A. v. the Philippines (ICSID Case No. ARB/02/6),2002,2008,Philippines,Switzerland,SGS Société Générale de Surveillance S.A.,Service agreement,ICSID,Philippines-Switzerland BIT,Settled,155000000,unknownValue,DU,DU,Ahmed Sadek EL-KOSHERI,YES,Antonio CRIVELLARO,YES,James R. CRAWFORD,YES,"The Swiss firm SGS alleged that the Philippines breached SGS’s contract to provide port inspection services, and in so doing violated the Swiss–Philippines BIT. In January 2004 the tribunal agreed with the claimant that arbitrators have the power to redress contract breaches under an investment treaty’s “umbrella clause.” However, it dismissed the expropriation claim on the merits, stayed the arbitration at the respondents’ request, and held that the matter had to be referred back to the national courts of the Philippines. In 2007 the stay was lifted. Subsequently, the parties reached a settlement agreement under which most of SGS’s unpaid invoices were paid.",unknownValue
UNC081,JacobsGibb Limited v. Hashemite Kingdom of Jordan (ICSID Case No. ARB/02/12),2002,2004,Jordan,United Kingdom,JacobsGibb Limited,Waterway construction project,ICSID,Jordan-United Kingdom BIT,Settled,unknownValue,unknownValue,DU,DU,Karl-Heinz BÖCKSTIEGEL,YES,Giorgio SACERDOTI,YES,James R. CRAWFORD,YES,unknownValue,unknownValue
UNC240,Cementownia “Nowa Huta” S.A. v. Turkey (ICSID Case No. ARB(AF)/06/2) (I),2006,2009,Turkey,Poland,Cementownia “Nowa Huta” S.A.,Electricity concessions,ICSID AF,Energy Charter Treaty,In favour of the State,4000000000,unknownValue,NA,NA,Pierre TERCIER,YES,Marc LALONDE,YES,J. Christopher THOMAS,YES,Electricity concessions ,unknownValue
UNC241,Nordzucker AG v. The Poland,2006,2009,Poland,Germany,Nordzucker AG,sugar enterprise,UNCITRAL,Germany-Poland BIT,Neither the investor nor the State (liability found but no damages awarded),200000000,unknownValue,nihil,USD,Vera Van Houtte,yes,Andreas Bucher,Yes,Andreas Bucher,Yes,Claims arising out of the alleged non-privatization of two Polish sugar producers.,http://www.italaw.com/cases/750
UNC242,Jan Oostergetel and Theodora Laurentius v. The Slovak Republic,2006,2012,Slovakia,Netherlands,Jan Oostergetel and Theodora Laurentius,unknownValue,UNCITRAL,Netherlands-Slovak Republic BIT,In favour of the State,63000000,USD,NA,DU,"Kaufmann-Kohler, G. (replacement); Briner, R. (resigned)",Yes,"Wladimiroff, M.",Yes,"Trapl, V.",Yes," A tribunal has dismissed a claim by a pair of Dutch investors against the Slovak Republic, finding no evidence that a “financial mafia” colluded with the Slovak government to bankrupt the claimants’ investment.

The dispute centered on bankruptcy proceedings involving BCT, a privatised company acquired by the claimants that produced traditional yarn and thread. The claimants argued that the government had taken a benevolent approach to the company’s tax arrears, before unfairly abandoning its leniency when it pushed the company into bankruptcy proceedings. The claimants also alluded to a “financial mafia” eager to take hold of BCT’s real-estate, and which allegedly pressured Slovakian authorities and courts to act improperly.",http://italaw.com/cases/1222
UNC243,Chevron Corporation and Texaco Petroleum Company v. The Ecuador (PCA Case No. 34877),2006,unknownValue,Ecuador,USA,Chevron Corporation and Texaco Petroleum Company,oil,UNCITRAL,US-Ecuador BIT,In favour of the investor,19000000000,unknownValue,96000000,USD,V.V. Veeder,Yes,Vaughn Lowe,Yes,Horatio Grigera Naon,Yes,"An arbitration designed to protect Chevron from the epic environmental trial in the Ecuadorian Amazon, where plaintiffs claimed up to $113 billion in damages and won a $19 billion judgment in February 2011, which they seek to enforce in Argentina, Brazil, and Canada. In the underlying suit, local residents alleged that Chevron's predecessor Texaco Inc. devastated the area through its oil operations in Ecuador from 1972 to 1992. Chevron has filed 23 actions for USA discovery in aid of arbitration, and a New York civil action against the plaintiffs team for racketeering, where it argued that the verdict was procured by fraud and corruption. Ecuador and the plaintiffs dispute Chevron’s allegations. In fall 2012, the arbitrators held a first-phase trial on the merits, to consider whether Ecuador breached a release agreement signed with Texaco in return for a limited cleanup by the oil company. At a second trial in January 2014, they are to consider whether Ecuador's courts deprived Chevron of the effective means of defense guaranteed by the USA-Ecuador investment treaty, or effected a denial of justice under international law. Meanwhile, the parties have clashed over interim measures. In February 2011, the tribunal ordered Ecuador to take all measures at its disposal to suspend enforcement of the judgment. The Ecuadorian judgment arrived five days later. In February 2012, the tribunal asserted jurisdiction, while reiterating and particularizing its order to suspend enforcement. The Ecuadorian judgment was finalized five months later. In February 2013 the tribunal found that Ecuador had violated its interim measures and ordered Ecuador to explain why it should not compensate Chevron for any harm caused. Ecuador has asked the tribunal to reconsider its conclusion that Ecuador violated its interim orders. The parties are briefing both questions this summer. In principle, the arbitrators may, in their interim or final decision, order Ecuador to reimburse Chevron for its stratospheric attorneys’ fees, as well as for any damages collected by the plaintiffs.",http://www.italaw.com/cases/251
UNC244,"Nations Energy, Inc. and others v. Panama (ICSID Case No. ARB/06/19)",2006,2010,Panama,USA,"Nations Energy, Inc. and others",Electricity power generation project,ICSID,Panama-United States BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Alexis MOURRE,YES,José María CHILLÓN MEDINA,YES,Claus VON WOBESER,YES,unknownValue,unknownValue
UNC245,Joseph Charles Lemire v. Ukraine (ICSID Case No. ARB/06/18),2006,2011,Ukraine,USA,Joseph Charles Lemire,Radio broadcasting enterprise,ICSID,Ukraine-United States BIT,In favour of the investor,unknownValue,unknownValue,8720000,USD,Juan FERNÁNDEZ-ARMESTO,YES,Jan PAULSSON,YES,Jürgen VOSS,YES,unknownValue,unknownValue
UNC246,"ConocoPhillips Petrozuata B.V., ConocoPhillips Hamaca B.V. and ConocoPhillips Gulf of Paria B.V. v. Venezuela (ICSID Case No. ARB/07/30)",2007,unknownValue,Venezuela,Netherlands,"ConocoPhillips Petrozuata B.V., ConocoPhillips Hamaca B.V. and ConocoPhillips Gulf of Paria B.V.",Oil and gas enterprise,ICSID,Netherlands-Venezuela BIT,Pending,30305000000,USD,NA,NA,Kenneth KEITH,YES,L. Yves FORTIER,YES,Andreas BUCHER,YES,"Following Venezuela’s assertion of greater control over its energy sector, Conoco protested that President Hugo Chavez had expropriated three joint venture projects in Venezuela’s extra-heavy crude reservoirs in the Orinoco Belt and offshore crude reservoirs in the Gulf of Paria. In the absence of an investment treaty between the USA and Venezuela, Conoco brought claims under the Venezuelan foreign investment statute and Netherlands–Venezuela investment treaty (which Venezuela has since renounced). Venezuela contested Conoco’s positions on jurisdiction, liability, and damages at hearings held May–June 2010 and in July 2010 in The Hague. In two similar cases, brought by Mobil and Cemex, arbitrators have accepted jurisdiction under the bilateral investment treaty (BIT) but denied jurisdiction under the investment law.",http://www.italaw.com/cases/321
UNC247,Alpha Projektholding GmbH v. Ukraine (ICSID Case No. ARB/07/16),2007,2010,Ukraine,Austria,Alpha Projektholding GmbH,Hotel development project,ICSID,Austria-Ukraine BIT,In favour of the investor,unknownValue,unknownValue,8230000,USD,Davis R. ROBINSON,YES,Yoram A. TURBOWICZ,YES,Stanimir A. ALEXANDROV,YES,unknownValue,unknownValue
UNC248,Railroad Development Corporation (RDC) v. Guatemala (ICSID Case No. ARB/07/23),2007,2012,Guatemala,USA,Railroad Development Corporation (RDC),Railroad concession contract,ICSID,CAFTA,In favour of the investor,unknownValue,unknownValue,11000000,USD,Andrés RIGO SUREDA,YES,Stuart E. EIZENSTAT,YES,James R. CRAWFORD,YES,unknownValue,unknownValue
UNC160,Alstom Power Italia SpA and Alstom SpA v. Mongolia (ICSID Case No. ARB/04/10),2004,2006,Mongolia,Italy,Alstom Power Italia SpA and Alstom SpA,Thermal energy station project,ICSID,Energy Charter Treaty; Italy-Mongolia BIT,Settled,DU,unknownValue,DU,DU,Marc LALONDE,YES,Jan PAULSSON,YES,Anthony MASON,YES,"Thermal energy project, dispute relating to boiler rehabilitation ",unknownValue
UNC163,France Telecom S.A. v. Argentine Republic (ICSID Case No. ARB/04/18),2004,2006,Argentina,France,France Telecom S.A.,Telecommunications concession,ICSID,Argentina-France BIT,Settled,2900000000,USD,266000000,USD,Bernard Audit,Yes,Marc Lalonde,unknownValue,Antoine Akl,unknownValue,A BIT dispute arising out of France Telecom’s contract to build and operate a Lebanese mobile phone network.,unknownValue
UNC162,"Iurii Bogdanov, Agurdino-Invest Ltd and Agurdino-Chimia JSC v. Moldova (I)",2004,2005,Moldova,Russia,"Iurii Bogdanov, Agurdino-Invest Ltd and Agurdino-Chimia JSC",paint factory,SCC,Moldova-Russia BIT,In favour of the investor,unknownValue,unknownValue,50000,USD,Giuditta Cordero Moss,Yes,NA,NA,NA,NA,unknownValue,unknownValue
