ID,Case Title,Case Number,InvestmentType,Date Registered,Arbitrator1,Arbitrator1President,President Nationality,Arbitrator2,Arbitrator2Claimant,Arbitrators 1 Nationality,Arbitrator3,Arbitrator3Respondent,Arbitrator 2 Nationality,Claimant Representative,Respondent Representative,Outcome Of Proceeding,ResolutionYear
,"Alcoa Minerals of Jamaica, Inc. v. Jamaica",ARB/74/2,Bauxite mining,1974-06-21,Jørgen TROLLE,YES,Danish,Michael KERR,YES,British,Fuad ROUHANI,YES,Iranian,"Vice-President and General Counsel of Alcoa, Assistant General Counsel of Alcoa, Pittsburgh, PA, U.S.A. Dale Hershey, Robert J. Tate",Not represented,"Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on February 27, 1977 pursuant to Arbitration Rule 43(1)).",1977
,Kaiser Bauxite Company v. Jamaica,ARB/74/3,Bauxite mining,1974-06-21,Jørgen TROLLE,YES,Danish,Michael KERR,YES,British,Fuad ROUHANI,YES,Iranian,"Lloyd N. Cutle, Howard P. Willens, John Roumsisaville, Jr.",Not represented,"Settlement agreed by the parties and proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Tribunal on February 27, 1977 pursuant to Arbitration Rule 44).",1977
,Reynolds Jamaica Mines Limited and Reynolds Metals Company v. Jamaica,ARB/74/4,Bauxite mining,1974-06-21,Jørgen TROLLE,YES,Danish,Michael KERR,YES,British,Fuad ROUHANI,YES,Iranian,,,"Proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Tribunal on October 12, 1977 pursuant to Arbitration Rule 44).",1977
,AGIP S.p.A. v. People's Republic of the Congo,ARB/77/1,Oil products distribution venture,1977-11-04,Jørgen TROLLE,YES,Danish,René-Jean DUPUY,YES,French,Fuad ROUHANI,YES,Iranian,Piero Bernardini and Andrea Giardina,"Le Ministre de la Justice et du Travail;Le Ministre de l'Energie et des Mines, chargé de la Recherche Scientifique;Le Conseiller juridique au Ministère de l'Industrie et du Tourisme Roger Martin","Award rendered on November 30, 1979.",1979
UNC254,Venezuela Holdings B.V. and others v. Bolivarian Republic of Venezuela,ARB/07/27,Oil and gas enterprise,2007-10-10,Gilbert GUILLAUME,YES,French,Ahmed Sadek EL-KOSHERI,YES,Egyptian,Gabrielle KAUFMANN-KOHLER,YES,Swiss,"Covington & Burling, Washington, D.C., U.S.A. Three Crowns, London, U.K. Production Company Law Department, Exxon Mobil Corporation, Houston, Texas","Language(s) of Proceeding;Spanish, English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on October 9, 2014.;(b) Revision Proceeding;Applicant(s)/Requesting Party(ies);Respondent(s);Respondent(s);Date Registered;October 24, 2014 (Respondent(s));Date of Constitution of Tribunal;October 30, 2014;Composition of Tribunal;President;Gilbert GUILLAUME (French) - Appointed by the Chairman of the Administrative Council;Arbitrators;Ahmed Sadek EL-KOSHERI (Egyptian) - Appointed by the Respondent(s) Gabrielle KAUFMANN-KOHLER (Swiss) - Appointed by the Claimant(s);Initial Composition of Tribunal;President;Arbitrators;Reconstituted;Party Representatives;Claimant(s): Covington & Burling, Washington, D.C., U.S.A. Three Crowns, London, U.K. Production Company Law Department, Exxon Mobil Corporation, Houston, Texas","Award rendered on October 9, 2014.",2014
UNC330,"Vattenfall AB, Vattenfall Europe AG, Vattenfall Europe Generation AG v. Federal Republic of Germany",ARB/09/6,Power plant construction project,2009-04-17,Marc LALONDE,YES,Canadian,Franklin BERMAN,YES,British,Gabrielle KAUFMANN-KOHLER,YES,Swiss,"Mannheimer, Swartling Advokatbyrå AB, Stockholm, Sweden Luther Rechtsanwaltsgesellschaft mbH, Hamburg, Germany","Ministerium für Wirtschaft und Technologie, Berlin, Germany K&L Gates, Paris, France","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on March 11, 2011, pursuant to ICSID Arbitration Rule 43(2)).",2011
UNC085,PSEG Global Inc. and Konya Ilgin Elektrik Üretim ve Ticaret Limited Sirketi v. Republic of Turkey,ARB/02/5,Electric power generating station project,2002-05-02,Francisco ORREGO VICUÑA,YES,Chilean,L. Yves FORTIER,YES,Canadian,Gabrielle KAUFMANN-KOHLER,YES,Swiss,"White & Case, Washington, D.C., U.S.A. Çakmak Avukatlık Bürosu, Ankara, Turkey Cerrahoğlu Avukatlık Bürosu, Istanbul, Turkey","Sidley Austin, Washington, D.C., U.S.A. Stephen M. Schwebel, Washington, D.C., U.S.A. Paksoy & Co., Istanbul, Turkey","Award rendered on January 19, 2007.",2007
UNC509,Eli Lilly and Company v. Canada,UNCT/14/2,Pharmaceutical patents,,Albert Jan VAN DEN BERG,YES,Dutch,Daniel BETHLEHEM,YES,British,Gary B. BORN,YES,U.S.,"Covington & Burling, Washington, D.C., U.S.A. Gowling Lafleur Henderson, Ottawa, Canada","Trade Law Bureau, Department of Foreign Affairs, Trade and Development Canada, Ottawa, Canada",,
,AHS Niger and Menzies Middle East and Africa S.A. v. Republic of Niger,ARB/11/11,Ground handling services,2011-04-26,Fernando MANTILLA-SERRANO,YES,Colombian,Patrick HUBERT,YES,French,Gaston KENFACK DOUAJNI,YES,Cameroonian,"Rasseck Bourgi, Paris, France","Minist&egravere des Transports, Niamey, Niger Direction du contentieux de l&#39Etat, Niamey, Niger","Award rendered on July 15, 2013.",2013
UNC376,AbitibiBowater Inc. v. Canada,UNCT/10/1,Manufacturing and trading enterprise,,Andreas BUCHER,YES,Swiss,Doak BISHOP,YES,U.S.,Gavan GRIFFITH,YES,Australian,"Arnold & Porter, Washington, D.C., U.S.A. Ogilvy Renault, Montreal and Ottawa, Canada Stewart McKelvey, St Johns, Canada","Trade Law Bureau, Department of Foreign Affairs and International Trade of Canada, Ottawa, Canada","Award rendered on December 15, 2010.",2010
,RSM Production Corporation v. Saint Lucia,ARB/12/10,Hydrocarbons exploration agreement,2012-04-23,Siegfried H. ELSING,YES,German,Edward NOTTINGHAM,YES,U.S.,Gavan GRIFFITH,YES,Australian,"Law Office of Daniel L. Abrams, New York, NY, U.S.A. Mishcon de Reya, London, U.K.","Freshfields Bruckhaus Deringer, New York, NY, U.S.A. and London, U.K.",,
,Mobil Investments Canada Inc. v. Canada,ARB/15/6,Petroleum development projects,2015-02-18,Christopher GREENWOOD,YES,British,J. William ROWLEY,YES,"British, Canadian",Gavan GRIFFITH,YES,Australian,"Debevoise & Plimpton, New York, NY and London U.K.","Office of the Deputy Attorney General of Canada, Ottawa, Canada Trade Law Bureau, Department of Foreign Affairs and International Trade, Ottawa, Canada",,
UNC578,Krederi Ltd. v. Ukraine,ARB/14/17,Real estate and land development,2014-07-21,Albert Jan VAN DEN BERG,YES,Dutch,Markus WIRTH,YES,Swiss,Gavan GRIFFITH,YES,Australian,"Kannava, Kitromilidou & Co, Limassol, Cyprus Mistelis & Haddadin, London, U.K. Matouk Bassiouny, Cairo, Egypt","Ministry of Justice of Ukraine, Kyiv, Ukraine King Wood Mallesons, London, U.K. Lexwell & Partners, Kyiv, Ukraine",,
UNC180,Compañía General de Electricidad S.A. and CGE Argentina S.A. v. Argentine Republic,ARB/05/2,Electricity distribution concessions,2005-02-04,Pierre TERCIER,YES,Swiss,Henri C. ÁLVAREZ,YES,Canadian,Georges ABI-SAAB,YES,Egyptian,"Guerrero, Olivos, Novoa y Errázuriz, Santiago, Chile Arnold & Porter, Washington, D.C., U.S.A. Estudio O'Farrell, Buenos Aires, Argentina","Procurador del Tesoro de la Nación, Buenos Aires, Argentina","Settlement agreed by the parties and proceeding discontinued at the request of the Claimants (Order taking note of the discontinuance issued by the Tribunal pursuant to ICSID Arbitration Rule 44 on July 28, 2009).",2009
UNC137,RGA Reinsurance Company v. Argentine Republic,ARB/04/20,Financial reinsurance services,2004-11-11,Fali S. NARIMAN,YES,Indian,Piero BERNARDINI,YES,Italian,Georges ABI-SAAB,YES,Egyptian,"Executive Vice President, General Counsel and Secretary, RGA Reinsurance Company, Chesterfield, MO, U.S.A. Pérez Alati, Grondona, Benites, Arntsen & Martinez de Hoz (Jr.), Buenos Aires, Argentina Lovells, Chicago, IL, U.S.A.","Procurador del Tesoro de la Nación, Buenos Aires, Argentina","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on September 14, 2006 pursuant to Arbitration Rule 43(1)).",2006
UNC181,"Ioan Micula, Viorel Micula and others v. Romania",ARB/05/20,Food products enterprise,2005-10-13,Laurent LÉVY,YES,"Swiss, Brazilian",Stanimir A. ALEXANDROV,YES,Bulgarian,Georges ABI-SAAB,YES,Egyptian,"King & Spalding, London, U.K., Washington, D.C. and Houston, TX, U.S.A. Shearman & Sterling, London, U.K. and Paris, France","Freshfields Bruckhaus Deringer, New York, NY, U.S.A., Frankfurt, Germany and Paris, France Nestor Nestor Diculescu Kingston Petersen, Bucharest, Romania","The Tribunal renders its award on December 11, 2013, attached to the award is a separate opinion by arbitrator Georges Abi-Saab.",2013
UNC589,Cyprus Popular Bank Public Co. Ltd. v. Hellenic Republic,ARB/14/16,Debt instruments and banking services,2014-07-16,Juan FERNÁNDEZ-ARMESTO,YES,Spanish,Philippe SANDS,YES,"British, French",Giorgio SACERDOTI,YES,Italian,"Joseph Hage Aaronson, London, U.K. Markides, Markides & Co, Nicosia, Cyprus","Legal Council of the State, Athens, Greece Cleary Gottlieb Steen & Hamilton, Paris, France Cleary Gottlieb Steen & Hamilton, London,U.K.",,
UNC179,"TSA Spectrum de Argentina, S.A. v. Argentine Republic",ARB/05/5,Telecommunications concession,2005-04-08,Hans DANELIUS,YES,Swedish,Georges ABI-SAAB,YES,Egyptian,Grant D. ALDONAS,YES,U.S.,"King & Spalding, Houston, TX, U.S.A.","Procurador del Tesoro de la Nación, Buenos Aires, Argentina","Award rendered on December 19, 2008, attached to the award is a dissenting opinion by one arbitrator and a concurring opinion by one arbitrator.",2008
UNC394,"Universal Compression International Holdings, S.L.U. v. Bolivarian Republic of Venezuela",ARB/10/9,Oil and gas enterprise,2010-04-12,J. William ROWLEY,YES,"British, Canadian",Brigitte STERN,YES,French,Guido Santiago TAWIL,YES,Argentine,"King & Spalding, Washington, D.C., U.S.A. Norton Rose, S.C., Caracas, Venezuela","Procuradur&iacutea General de la Rep&uacuteblica, Caracas, Venezuela Curtis, Mallet-Prevost, Colt & Mosle, New York, NY, U.S.A.",,
UNC357,Pac Rim Cayman LLC v. Republic of El Salvador,ARB/09/12,Mining concession,2009-06-15,V.V. VEEDER,YES,British,Brigitte STERN,YES,French,Guido Santiago TAWIL,YES,Argentine,"Crowell & Moring, Washington, D.C., U.S.A.","Foley Hoag, Washington, D.C., U.S.A.",,
,Opic Karimum Corporation v. Bolivarian Republic of Venezuela,ARB/10/14,Oil exploration and production,2010-06-16,Doug JONES,YES,"Australian, Irish",Philippe SANDS,YES,"British, French",Guido Santiago TAWIL,YES,Argentine,"McDermott Will& Emery Rechtsanwälte Steuerberater, Frankfurt, Germany McDermott Will& Emery, Washington D.C., U.S.A. K&L Gates, Taipei, Taiwan","Procuradur&iacutea General de la Rep&uacuteblica, Caracas, Venezuela Curtis Mallet-Prevost, Colt & Mosle, New York, NY, U.S.A.","Award rendered on May 28, 2013, attached to the award is a dissenting opinion by arbitrator Guido Santiago Tawil.",2013
UNC373,"Hassan Awdi, Enterprise Business Consultants, Inc. and Alfa El Corporation v. Romania",ARB/10/13,Press distribution and real estate,2010-06-16,Piero BERNARDINI,YES,Italian,Rudolf DOLZER,YES,German,Hamid G. GHARAVI,YES,"Iranian, French","Bredin Prat, Paris, France Mayer Brown Rowe & Maw, Paris, France and Chicago, IL, U.S.A.","Lalive, Geneva, Switzerland Leaua & Acociati, Bucharest, Romania","Award rendered by the Tribunal on March 2, 2015.",2015
,Gabon v. Société Serete S.A.,ARB/76/1,Construction of a hospital maternity ward,1976-10-05,Pierre TERCIER,YES,Swiss,Victor-Gaston MARTINY,YES,Belgian,Hans SPITZNAGEL,YES,Swiss,"Lucien Sberro, Paris, France","François Meunier, Paris, France","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on February 27, 1978 pursuant to Arbitration Rule 43(1)).",1978
UNC034,Empresa Nacional de Electricidad S.A. v. Argentine Republic,ARB/99/4,Hydroelectric power concession,1999-07-12,Rodrigo OREAMUNO,YES,Costa Rican,Enrique ELÍAS,YES,Peruvian,Héctor GROS ESPIELL,YES,Uruguayan,"M & M Bomchil Abogados, Buenos Aires, Argentina","Ministro de Relaciones Exteriores Comercio Internacional y Culto, Ministerio de Relaciones Exteriores Comercio Internacional y Culto, Buenos Aires, Argentina Directora Nacional de Negociaciones Económicas y Cooperación Internacional, Ministerio de Relaciones Exteriores Comercio Internacional y Culto, Buenos Aires, Argentina","Proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Tribunal on February 7, 2001, pursuant to Arbitration Rule 44).",2001
UNC109,Camuzzi International S.A. v. Argentine Republic,ARB/03/7,Electricity distribution and transportation enterprise,2003-04-23,Enrique GÓMEZ-PINZÓN,YES,Colombian,Henri C. ÁLVAREZ,YES,Canadian,Héctor GROS ESPIELL,YES,Uruguayan,"M. & M. Bomchil Abogados, Buenos Aires, Argentina","Procurador del Tesoro de la Nación, Buenos Aires, Argentina","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on January 25, 2007 pursuant to Arbitration Rule 43(1)).",2007
,Álvarez y Marín Corporación S.A. and others v. Republic of Panama,ARB/15/14,Tourism project,2015-04-20,Juan FERNÁNDEZ-ARMESTO,YES,Spanish,Horacio A. GRIGERA NAÓN,YES,Argentine,Henri C. ÁLVAREZ,YES,Canadian,"Dechert, Paris, France and Brussels, Belgium","Ministerio de Economía y Finanzas, Panama, Republic of Panama Hogan Lovells US, Miami, FL, U.S.A.",,
UNC464,Isolux Corsán Concesiones S.A. v. Republic of Peru,ARB/12/5,Electricity transmission concession,2012-02-15,Hugo PEREZCANO DIAZ,YES,Mexican,Alexis MOURRE,YES,French,Horacio A. GRIGERA NAÓN,YES,Argentine,"Shearman & Sterling, Paris, France Payet, Rey, Cauvi Abogados, Lima, Peru","Ministerio de Econom&iacutea y Finanzas, Lima, Peru White & Case, Washington, D.C., U.S.A. Estudio Echecopar, Lima, Peru","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on March 25, 2014, pursuant to ICSID Arbitration Rule 43(2)).",2014
,Caravelí Cotaruse Transmisora de Energía S.A.C. v. Republic of Peru,ARB/11/9,Electricity transmission agreements,2011-04-15,Luiz Olavo BAPTISTA,YES,Brazilian,Alexis MOURRE,YES,French,Horacio A. GRIGERA NAÓN,YES,Argentine,"Shearman & Sterling, Paris, France Payet, Rey, Cauvi Abogados, Lima, Peru","White & Case, Washington, D.C., U.S.A. Estudio Echecopar, Lima, Peru Ministerio de Econom&iacutea y Finanzas, Lima, Peru","Award rendered on April 15, 2013.",2013
,City Oriente Limited v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (Petroecuador),ARB/06/21,Hydrocarbon concession,2006-12-19,Juan FERNÁNDEZ-ARMESTO,YES,Spanish,J. Christopher THOMAS,YES,Canadian,Horacio A. GRIGERA NAÓN,YES,Argentine,"Quevedo & Ponce, Quito, Ecuador King and Spalding, Houston, TX, and Washington, D.C., U.S.A.","Weil Gotshal & Manges, New York, NY, U.S.A. Procuraduría de Petroecuador, Quito, Ecuador","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on September 12, 2008 pursuant to ICSID Arbitration Rule 43(1)).",2008
,Colt Industries Operating Corporation v. Republic of Korea,ARB/84/2,Technical and licensing agreements for the production of weapons,1984-02-21,Kenneth O. RATTRAY,YES,Jamaican,Eduardo JIMENEZ DE ARECHAGA,YES,Uruguayan,Ian E. McPHERSON,YES,Canadian,"Paul, Weiss, Rifkind, Wharton & Garrison, New York, NY, U.S.A.","Arnold & Porter, Washington, D.C., U.S.A.","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on August 3, 1990 pursuant to Arbitration Rule 43(1)).",1990
UNC096,Salini Costruttori S.p.A. and Italstrade S.p.A. v. Hashemite Kingdom of Jordan,ARB/02/13,Dam construction project,2002-11-07,Gilbert GUILLAUME,YES,French,Bernardo M. CREMADES,YES,Spanish,Ian SINCLAIR,YES,British,"Bonelli Erede Pappalardo, Milan, Italy","Ali Sharif Zu’bi and Sharif Ali Zu’bi, Amman, Jordan Philippe Sands, London, U.K.","The Tribunal renders its award on January 31, 2006, attached to the award is a separate opinion by Ian Sinclair.",2006
UNC412,Burimi SRL and Eagle Games SH.A v. Republic of Albania,ARB/11/18,Gaming industry,2011-07-12,Daniel M. PRICE,YES,U.S.,Bernardo M. CREMADES,YES,Spanish,Ibrahim FADLALLAH,YES,"French, Lebanese","Patrizia Di Nunno, Brescia, Italy","Ledina Mandia, General State Advocate, Ministry of Justice, Tirana, Albania Derains & Gharavi, Paris, France","Award rendered on May 29, 2013.",2013
UNC050,Salini Costruttori S.p.A. and Italstrade S.p.A. v. Kingdom of Morocco,ARB/00/4,Construction of the section of a highway,2000-06-13,Robert BRINER,YES,Swiss,Bernardo M. CREMADES,YES,Spanish,Ibrahim FADLALLAH,YES,"French, Lebanese","Bonnelli Erede Pappalardo, Milan, Italy Jean-Pierre Andrieux, CMS Bureau Francis Lefebvre, Cedex, France Azis Benkirane, Casablanca, Morocco","Gide Loyrette & Nouel, Paris, France Bâtonnier Mohamed Naciri, Casablanca, Morocco Le Ministre de l’Equipement, Ministère de l’Equipement du Gouvernement du Maroc, Casablanca, Morocco","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance pursuant to Arbitration Rule 43(1) issued by the Tribunal on February 4, 2004).",2004
UNC049,Consortium R.F.C.C. v. Kingdom of Morocco,ARB/00/6,Construction of the section of a highway,2000-06-28,Robert BRINER,YES,Swiss,Bernardo M. CREMADES,YES,Spanish,Ibrahim FADLALLAH,YES,"French, Lebanese","Piero Parodi, Milan, Italy Hamid Andaloussi, Casablanca, Morocco","Directeur des Affaires Juridiques du Ministère de l’Equipement, Casablanca, Morocco Bâtonnier Mohamed Naciri, Rabat, Morocco Gide Loyrette & Nouel, Paris, France","Award rendered on December 22, 2003.",2003
